rank	formulaRank	#adducts	#predictedFPs	ConfidenceScore	CSI:FingerIDScore	ZodiacScore	SiriusScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags	ionMass	retentionTimeInSeconds	id
1573	1	3	3	0.07202597022149439	-52.16304770947602	0.9999999999999999	275.4492991850721	C15H20O	[M + H]+	ZDWPOIDHRMBLRP	InChI=1S/C15H20O/c1-9(2)12-5-6-13-10(3)7-15(16)11(4)14(13)8-12/h8,10,13H,1,5-7H2,2-4H3	null	CC1CC(=O)C(=C2C1CCC(=C2)C(=C)C)C	3.4000001	25191341	PubChem:(25191341)	2	217.15868126436212	228.73399883508682	1907_Celastraceae_pos_sirius_red_1941
1574	1	3	3	N/A	-65.38461307105426	0.9999999999999999	275.4492991850721	C15H24O3	[M - H4O2 + H]+	OLVCNACAKVBEBV	InChI=1S/C15H24O3/c1-9(2)12-6-5-10(3)13(16)8-15(18)11(4)14(17)7-12/h12-18H,1,3-8H2,2H3	null	CC(=C)C1CCC(=C)C(CC(C(=C)C(C1)O)O)O	2.46057367	""	COCONUT:(CNP0148562);Natural Products:(UNPD218968 UNPD218701 UNPD220804 UNPD216823 UNPD221052)	2129920	217.15868126436212	228.73399883508682	1907_Celastraceae_pos_sirius_red_1941
1575	1	3	3	N/A	-89.81653718542975	0.9999999999999999	275.4492991850721	C15H22O2	[M - H2O + H]+	WRCJFGTZAJBGFH	InChI=1S/C15H22O2/c1-9-4-5-11-10(7-16)6-12-13(17)14(2,3)8-15(9,11)12/h6-7,9,11-13,17H,4-5,8H2,1-3H3	null	CC1CCC2C13CC(C(C3C=C2C=O)O)(C)C	2.60867357	""	KEGG Mine	8589934592	217.15868126436212	228.73399883508682	1907_Celastraceae_pos_sirius_red_1941
1576	1	1	1	0.07182389490341269	-46.987003930665324	0.9999999999999999	37.013123997232285	C7H5N3	[M + H]+	YEYHFKBVNARCNE	InChI=1S/C7H5N3/c1-2-6-7(9-3-1)10-5-4-8-6/h1-5H	ACMC-20ahgw	C1=CC2=NC=CN=C2N=C1	0.475104779	67580;21856169;59374821	NORMAN:(NS00029241);PubChem class - safety and toxic;PubChem:(67580 21856169 59374821);PubMed	67371074	132.0555363756112	16.961483306785304	164_Celastraceae_pos_sirius_red_165
1577	1	3	3	0.0717768929060094	-47.45001834073034	0.9999999999999999	141.12672732253088	C13H20O	[M + H]+	BNIOOHCWAIPGQJ	InChI=1S/C13H20O/c1-10-5-7-12(8-6-11(2)14)13(3,4)9-10/h6,8-9,12H,5,7H2,1-4H3	4-(2,2,4-Trimethylcyclohex-3-enyl)but-3-en-2-one	CC1=CC(C(CC1)C=CC(=O)C)(C)C	2.9000001	5369020	PubChem:(5369020)	2	193.158907671365	208.73125433921814	1180_Celastraceae_pos_sirius_red_1196
1578	1	3	3	N/A	-52.474231582507365	0.9999999999999999	141.12672732253088	C13H24O3	[M - H4O2 + H]+	VCQPBSIAFYGMDJ	InChI=1S/C13H24O3/c14-12-10-8-6-4-2-1-3-5-7-9-11-13(15)16/h9,11,14H,1-8,10,12H2,(H,15,16)	null	C(CCCCCO)CCCCC=CC(=O)O	3.79999995	86289799;89852957	PubChem:(86289799 89852957);CHEBI:(79165)	34	193.158907671365	208.73125433921814	1180_Celastraceae_pos_sirius_red_1196
1579	1	3	3	N/A	-82.0776821789866	0.9999999999999999	141.12672732253088	C13H22O2	[M - H2O + H]+	SUEKUALWVJZYCO	InChI=1S/C13H22O2/c1-2-3-4-5-6-7-8-9-10-11-12-13(14)15/h9-12H,2-8H2,1H3,(H,14,15)	Tridecadienoic acid, (Z,Z)-	CCCCCCCCC=CC=CC(=O)O	4.9000001	19047217;21158964;21435473;54324839;134989298	PubChem:(19047217 21158964 21435473 54324839 134989298)	2	193.158907671365	208.73125433921814	1180_Celastraceae_pos_sirius_red_1196
1580	1	3	3	0.07175608671159615	-49.95278433768522	0.9999999999999999	170.8728229640345	C15H22O	[M + H]+	KOBSLTSXWKEUCB	InChI=1S/C15H22O/c1-9(2)13-8-14-10(3)5-6-12(14)11(4)7-15(13)16/h11-12H,5-8H2,1-4H3	null	CC1CC(=O)C(=C(C)C)CC2=C(CCC12)C	3.20000005	50922710;75582266	COCONUT:(CNP0179091);HMDB:(38201);Natural Products:(UNPD129909);PubChem:(50922710 75582266);SuperNatural:(SN00269674);PubChem class - bio and metabolites	19955722	219.17483606296983	262.1905548438361	1985_Celastraceae_pos_sirius_red_2028
1581	1	3	3	N/A	-63.677611628436274	0.9999999999999999	170.8728229640345	C15H26O3	[M - H4O2 + H]+	BHPMVDSFRUZNPO	InChI=1S/C15H26O3/c1-8-5-6-15-9(8)10(16)11(17)14(15,4)7-13(2,3)12(15)18/h8-12,16-18H,5-7H2,1-4H3	null	CC1CCC23C1C(C(C2(CC(C3O)(C)C)C)O)O	2.0	132609426	PubChem:(132609426)	2	219.17483606296983	262.1905548438361	1985_Celastraceae_pos_sirius_red_2028
1582	1	3	3	N/A	-63.69767084881156	0.9999999999999999	170.8728229640345	C15H24O2	[M - H2O + H]+	CDVMOSRXPDTXBF	InChI=1S/C15H24O2/c1-10-8-12(17)13-14(2,3)6-5-7-15(13,4)11(10)9-16/h8,11,13,16H,5-7,9H2,1-4H3	(4S,4aR,8aS)-4-(hydroxymethyl)-3,4a,8,8-tetramethyl-5,6,7,8a-tetrahydro-4H-naphthalen-1-one	CC1=CC(=O)C2C(CCCC2(C1CO)C)(C)C	2.79999995	14489274;11241847;38352447	COCONUT:(CNP0348742);PubChem:(14489274 11241847 38352447);SuperNatural:(SN00029019 SN00029018);ZINC bio:(ZINC31159935 ZINC31159938);additional;Training Set	3694594	219.17483606296983	262.1905548438361	1985_Celastraceae_pos_sirius_red_2028
1583	1	1	1	0.07165159072458258	-61.484442337017974	0.9999999999999999	173.45440821027216	C8H12O2	[M + H]+	LZTHLBQVLFQNKK	InChI=1S/C8H12O2/c9-7-3-1-2-4-8(10)6-5-7/h1-6H2	1,4-Cyclooctanedione	C1CCC(=O)CCC(=O)C1	0.100000001	521684	PubChem:(521684);PubChem class - safety and toxic	67108866	141.0908767160607	84.40800189971924	256_Celastraceae_pos_sirius_red_257
1584	1	1	2	0.07161913495713403	-96.75883056474922	0.921105527638191	36.35976601040393	C4H4F2N2S2	[M + H]+	KXAURNZGPDRECZ	InChI=1S/C4H4F2N2S2/c1-9-4-8-7-3(10-4)2(5)6/h2H,1H3	2-(difluoromethyl)-5-methylsulfanyl-1,3,4-thiadiazole	CSC1=NN=C(S1)C(F)F	1.89999998	14555343	PubChem:(14555343)	2	182.98544090895606	228.39800119400024	918_Celastraceae_pos_sirius_red_923
1585	1	1	1	0.07156997066682551	-80.60231930070314	0.9999999999999999	124.31358119581988	C9H17NO2	[M + H]+	XEXRZUKGFDRWLE	InChI=1S/C9H17NO2/c1-8(2)4-9(5-8,6-10)3-7(11)12/h3-6,10H2,1-2H3,(H,11,12)	null	CC1(CC(C1)(CC(=O)O)CN)C	-1.70000005	9834079	PubChem:(9834079)	2	172.13339545554294	350.24574279785156	695_Celastraceae_pos_sirius_red_697
1586	1	1	2	N/A	-199.96414787393786	0.9793969849246232	129.16264511070057	C8H14BNO5	[M + H]+	PERCGYCKNXNYSA	InChI=1S/C8H14BNO5/c1-5(11)10-7-3-2-6(4-8(12)13)15-9(7)14/h6-7,14H,2-4H2,1H3,(H,10,11)(H,12,13)	null	B1(C(CCC(O1)CC(=O)O)NC(=O)C)O	-0.555682361	56840371;76418533;122177928;124635253	PubChem:(56840371 76418533 122177928 124635253);PubMed	66	215.10698129908607	195.63300132751465	1850_Celastraceae_pos_sirius_red_1882
1587	1	1	1	0.0712552836059172	-80.82310042812203	0.9999999999999999	187.36748897227227	C9H14O3	[M + K]+	YBGHXZYEXPPWFW	InChI=1S/C9H14O3/c1-7(10)3-5-9(12)6-4-8(2)11/h3-8,10-11H,1-2H3	null	CC(C=CC(=O)C=CC(C)O)O	-0.100000001	87824268	PubChem:(87824268)	2	209.05754696117398	104.33800220489502	1634_Celastraceae_pos_sirius_red_1661
1588	1	1	2	N/A	-159.931090146528	0.8939698492462311	53.89988647586444	C8H14FN3O2	[M + H]+	OGKUHDSMAJMGJM	InChI=1S/C8H14FN3O2/c1-8(2,9)6(13)10-3-5-4-11-7(14)12-5/h5H,3-4H2,1-2H3,(H,10,13)(H2,11,12,14)	null	CC(C)(C(=O)NCC1CNC(=O)N1)F	-0.5	130922296	PubChem:(130922296)	2	204.11389435621416	251.8374428479001	1476_Celastraceae_pos_sirius_red_1500
1589	1	1	1	0.07121027321572841	-138.54398163013514	0.9999999999999999	80.77308671718681	C8H14O4	[M + Na]+	XUKSWKGOQKREON	InChI=1S/C8H14O4/c1-7(9)11-5-3-4-6-12-8(2)10/h3-6H2,1-2H3	1,4-Diacetoxybutane	CC(=O)OCCCCOC(=O)C	0.699999988	69410	PubChem:(69410);CHEBI:(87345);ZINC bio:(ZINC01694796)	8226	197.07849774438296	94.75850120186806	1275_Celastraceae_pos_sirius_red_1293
1590	1	1	1	0.07105651723881375	-39.959637090013054	0.9999999999999999	126.49594429613	C8H8O3	[M + H]+	SULYEHHGGXARJS	InChI=1S/C8H8O3/c1-5(9)7-3-2-6(10)4-8(7)11/h2-4,10-11H,1H3	Resacetophenone	CC(=O)C1=C(C=C(C=C1)O)O	0.82003063	6990;46702271	HMDB:(29659);SuperNatural:(SN00155208);ZINC bio:(ZINC00038028);additional;MeSH:(6990);PubMed;NORMAN:(NS00039344);COCONUT:(CNP0230310);KNApSAcK:(33340);Natural Products:(UNPD191282);PubChem:(6990 46702271);CHEBI:(18414);PubChem class - bio and metabolites;KEGG:(C03663);PubChem class - safety and toxic;Training Set	87875966	153.05466702317617	133.55587720870972	414_Celastraceae_pos_sirius_red_416
1591	1	2	2	0.07095933644570525	-44.65440447832029	0.9999999999999999	251.19812856773547	C12H18O3	[M + H]+	ZNJFBWYDHIGLCU	InChI=1S/C12H18O3/c1-2-3-4-5-10-9(8-12(14)15)6-7-11(10)13/h3-4,9-10H,2,5-8H2,1H3,(H,14,15)	Jasmonate	CCC=CCC1C(CCC1=O)CC(=O)O	1.60000002	557758;105087;7018902;7067457;7067455;7067456;7067458;7251179;7251176;7251177;7251180;7251181;7251182;7251183;5281166;5367720;6504478;6992046;6992047;9794326;10798593;12304694;11528597;11672952;21185321;25243962;25245751;25245888;44629775;59977431;69992708;71749649;71749650;86308140;86308141;88093566;101997239;101997240;131704616;133688611	HMDB:(32797);SuperNatural:(SN00330106 SN00363777 SN00157310 SN00301639);ZINC bio:(ZINC01531142 ZINC04492880 ZINC04492882 ZINC04492883 ZINC04492884 ZINC08624942);additional;MeSH:(5281166);Plantcyc:(CPD-5943 CPD-734 CPD-9887 CPD-731);PubMed;NORMAN:(NS00014858);COCONUT:(CNP0264098 CNP0286578);KNApSAcK:(218);Natural Products:(UNPD139120 UNPD160716 UNPD152425);PubChem:(557758 105087 7018902 7067457 7067455 7067456 7067458 7251179 7251176 7251177 7251180 7251181 7251182 7251183 5281166 5367720 6504478 6992046 6992047 9794326 10798593 12304694 11528597 11672952 21185321 25243962 25245751 25245888 44629775 59977431 69992708 71749649 71749650 86308140 86308141 88093566 101997239 101997240 131704616 133688611);CHEBI:(18435 136179 139300 136184 18292 138625 58431);PubChem class - bio and metabolites;KEGG:(C16317 C08491);PubChem class - safety and toxic;Training Set;Biocyc:(CPD-5943 SMA-0000343 CPD-5941 CPD-731 CPD-734)	88009086	211.13306430814032	162.48268961906433	1733_Celastraceae_pos_sirius_red_1761
1592	1	2	2	N/A	-45.557165160053536	0.9999999999999999	251.19812856773547	C12H20O4	[M - H2O + H]+	OIAVTFGRDNUKCM	InChI=1S/C12H20O4/c1-10(13)6-2-3-7-11(14)8-4-5-9-12(15)16/h2-9H2,1H3,(H,15,16)	6,11-dioxododecanoic Acid	CC(=O)CCCCC(=O)CCCCC(=O)O	0.400000006	3537454	PubChem:(3537454);COCONUT:(CNP0004904)	2097154	211.13306430814032	162.48268961906433	1733_Celastraceae_pos_sirius_red_1761
1593	1	1	1	0.07095181390431475	-81.34428351144095	0.9999999999999999	76.25743739411911	C13H12O2	[M + H]+	JVDIQKAXDOIDOF	InChI=1S/C13H12O2/c1-4-10-9(3)11-7-8(2)5-6-12(11)15-13(10)14/h4-7H,1H2,2-3H3	null	CC1=CC2=C(C=C1)OC(=O)C(=C2C)C=C	3.0	24787168	PubChem:(24787168)	2	201.09196212512043	335.81756114959717	1392_Celastraceae_pos_sirius_red_1414
1594	1	1	1	0.07094025731400111	-50.01614876890719	0.9999999999999999	85.71011411999073	C10H14	[M + H]+	DCBMHXCACVDWJZ	InChI=1S/C10H14/c1-7-2-9-4-8(1)5-10(3-7)6-9/h7-10H,1-5H2	Adamantylidene	C1C2CC3CC1CC(C2)[C]3	3.79999995	64468	MeSH:(64468);PubChem:(64468);PubMed	70	135.11657816289468	348.7980079650879	197_Celastraceae_pos_sirius_red_198
1595	1	1	1	0.07084966464588113	-65.97152497773533	0.9999999999999999	127.94365431348244	C11H14O	[M + H]+	FPVIOJGMBGQRFH	InChI=1S/C11H14O/c1-9(2)5-7-11(12)8-6-10(3)4/h5-8H,1,3H2,2,4H3	null	CC(=C)C=CC(=O)C=CC(=C)C	3.70000005	12666822;85986603	PubChem:(12666822 85986603)	2	163.11142550461994	317.6445007324219	556_Celastraceae_pos_sirius_red_558
1596	1	1	1	0.0708201075596238	-65.88857275053945	0.9999999999999999	210.56472076266678	C8H12N4	[M + H]+	GGCMULXXPUIKKC	InChI=1S/C8H12N4/c1-7-8(6-12(2)11-7)10-5-3-4-9/h6,10H,3,5H2,1-2H3	null	CC1=NN(C=C1NCCC#N)C	0.899999976	102805283	PubChem:(102805283)	2	165.1135216616607	19.381249397993088	606_Celastraceae_pos_sirius_red_608
1597	1	3	3	0.07079595637566265	-48.55387096121397	0.9999999999999999	143.33365305448075	C11H18O	[M + H]+	SKVVSINOUGTRSE	InChI=1S/C11H18O/c1-7(2)10-5-9(12)6-11(10)8(3)4/h7-8H,5-6H2,1-4H3	null	CC(C)C1=C(CC(=O)C1)C(C)C	1.79999995	90310285	PubChem:(90310285)	2	167.1428776134277	124.9359941482544	639_Celastraceae_pos_sirius_red_641
1598	1	3	3	N/A	-57.51550030280367	0.9999999999999999	143.33365305448075	C11H22O3	[M - H4O2 + H]+	QUQURSCHUXCERW	InChI=1S/C11H22O3/c1-4-9(10(12)13)7-5-6-8-11(2,3)14/h9,14H,4-8H2,1-3H3,(H,12,13)	null	CCC(CCCCC(C)(C)O)C(=O)O	2.68709207	87674997	PubChem:(87674997)	2	167.1428776134277	124.9359941482544	639_Celastraceae_pos_sirius_red_641
1599	1	3	3	N/A	-75.93732866309338	0.9999999999999999	143.33365305448075	C11H20O2	[M - H2O + H]+	CXBGFUSXWRECOY	InChI=1S/C11H20O2/c1-3-10(8-12)6-5-7-11(4-2)9-13/h8-11H,3-7H2,1-2H3	null	CCC(CCCC(CC)C=O)C=O	2.20000005	88291577	PubChem:(88291577)	2	167.1428776134277	124.9359941482544	639_Celastraceae_pos_sirius_red_641
1600	1	1	1	0.0706709294951451	-60.57717987676989	0.9999999999999999	134.5053783014241	C14H20O	[M + H]+	IGSHCIVQAVZYMB	InChI=1S/C14H20O/c1-6-14(5)8-7-12(10(2)3)9-13(14)11(4)15/h6,9,12H,1-2,7-8H2,3-5H3	null	CC(=C)C1CCC(C(=C1)C(=O)C)(C)C=C	4.19999981	138964343	PubChem:(138964343)	2	205.15874924746896	243.27250242233276	1514_Celastraceae_pos_sirius_red_1539
1601	1	1	1	0.07065703615235253	-50.879141775709954	0.9999999999999999	19.10409039133028	C6H5NO2	[M + H]+	ZAZQKVZJRMHPQP	InChI=1S/C6H5NO2/c8-5-6-1-3-7(9)4-2-6/h1-5H	Isonicotinaldehyde 1-oxide	C1=C[N+](=CC=C1C=O)[O-]	0.181222841	81636	NORMAN:(NS00037337);PubChem class - safety and toxic;PubChem:(81636)	67371010	124.03942994221906	47.399751394987106	117_Celastraceae_pos_sirius_red_118
1602	1	1	1	0.07047942510440504	-73.00099548527828	0.9999999999999999	101.55298492506257	C7H10O2	[M + H]+	OFCPMJGTZUVUSM	InChI=1S/C7H10O2/c1-2-3-4-5-6-7(8)9/h1H,3-6H2,(H,8,9)	6-Heptynoic acid	C#CCCCCC(=O)O	1.20000005	4377950;40428374	PubChem class - safety and toxic;PubChem:(4377950 40428374);KEGG Mine	8657043458	127.07532459205287	82.26099729537964	142_Celastraceae_pos_sirius_red_143
1603	1	1	2	N/A	-230.09237627800624	0.8693467336683418	23.88038250009529	C6H9FN4OS	[M + H]+	IRTPVEDDGVKMOS	InChI=1S/C6H9FN4OS/c1-4-5(12)11(8)6(10-9-4)13-3-2-7/h2-3,8H2,1H3	null	CC1=NN=C(N(C1=O)N)SCCF	0.316072553	130717205	PubChem:(130717205)	2	205.05482025259707	99.76999998092651	1490_Celastraceae_pos_sirius_red_1515
1604	1	1	1	0.07032620550399497	-43.802216617408405	0.9999999999999999	106.4665560039047	C13H20	[M + H]+	QAEJDNNIOCXXOS	InChI=1S/C13H20/c1-9-5-6-10(2)11-8-13(3,4)12(11)7-9/h5,11-12H,2,6-8H2,1,3-4H3	null	CC1=CCC(=C)C2CC(C2C1)(C)C	3.5	123538579	PubChem:(123538579)	2	177.16361219179205	383.982253074646	807_Celastraceae_pos_sirius_red_810
1605	1	3	3	0.07024941586621787	-50.90374015268589	0.9999999999999999	96.56272713867345	C10H16O3	[M - H4O2 + H]+	SIZDUQQDBXJXLQ	InChI=1S/C10H16O3/c1-6(11)8-4-7(5-9(12)13)10(8,2)3/h7-8H,4-5H2,1-3H3,(H,12,13)	Pinonic acid	CC(=O)C1CC(C1(C)C)CC(=O)O	1.0	10130;719230;719231;719233;239867;6926964;45051586;91274306;117633591	NORMAN:(NS00042432);COCONUT:(CNP0211834);Natural Products:(UNPD213625);PubChem:(10130 719230 719231 719233 239867 6926964 45051586 91274306 117633591);additional;PubChem class - safety and toxic;Training Set;PubMed	70041666	149.09590387116288	238.65599870681763	367_Celastraceae_pos_sirius_red_368
1606	1	3	3	N/A	-61.594784867168805	0.9999999999999999	96.56272713867345	C10H14O2	[M - H2O + H]+	DWHWQBUBAMJDGD	InChI=1S/C10H14O2/c11-6-9-2-7-1-8(3-9)5-10(12)4-7/h6-9H,1-5H2	null	C1C2CC(CC1CC(=O)C2)C=O	0.699999988	13208656;13208657	PubChem:(13208656 13208657)	2	149.09590387116288	238.65599870681763	367_Celastraceae_pos_sirius_red_368
1607	1	3	3	N/A	-79.19237139546695	0.9999999999999999	96.56272713867345	C10H12O	[M + H]+	QEXLTRIRVQAUQX	InChI=1S/C10H12O/c1-7(11)10-5-3-8-2-4-9(10)6-8/h2,4-5,8-9H,3,6H2,1H3	null	CC(=O)C1=CCC2CC1C=C2	1.79999995	14872204	PubChem:(14872204)	2	149.09590387116288	238.65599870681763	367_Celastraceae_pos_sirius_red_368
1608	1	1	1	0.07022075459756696	-52.33397287982117	0.9999999999999999	260.24246444024067	C14H20O2	[M + H]+	VEJBUARBNLSQSF	InChI=1S/C14H20O2/c1-9(8-10(2)15)13-11(3)12(16)6-7-14(13,4)5/h8H,6-7H2,1-5H3	null	CC1=C(C(CCC1=O)(C)C)C(=CC(=O)C)C	2.72763634	""	YMDB Mine	34359738368	221.1535712437447	303.5559940338135	2074_Celastraceae_pos_sirius_red_2126
1609	1	1	1	0.0701035678878174	-68.61879099620421	0.9999999999999999	97.606086227049	C11H12O3	[M + H]+	LVKSLMSXJWGOIO	InChI=1S/C11H12O3/c1-7(12)9-4-5-11(14-3)10(6-9)8(2)13/h4-6H,1-3H3	null	CC(=O)C1=CC(=C(C=C1)OC)C(=O)C	1.47154474	58260173	COCONUT:(CNP0225813);Natural Products:(UNPD42032);PubChem:(58260173);SuperNatural:(SN00309410);PubMed;KEGG Mine	8593113154	193.0857910128077	124.9359941482544	1141_Celastraceae_pos_sirius_red_1157
1610	1	1	1	0.07009651742064636	-61.826709138797376	0.9999999999999999	148.89623221061086	C5H7N3O	[M + H]+	ZBKSMAZWKYBRQF	InChI=1S/C5H7N3O/c1-3-5(6)7-2-4(9)8-3/h2H,1H3,(H2,6,7)(H,8,9)	null	CC1=C(N=CC(=O)N1)N	-0.800000012	55289019	PubChem:(55289019)	2	126.06610545404627	21.098000407218933	140_Celastraceae_pos_sirius_red_141
1611	1	1	1	0.07002718595021892	-86.07706188052205	0.9999999999999999	74.39656271562951	C15H25N	[M + H]+	OWSYZZRVTXTZOF	InChI=1S/C15H25N/c1-2-10(1)14(11-3-4-11)9-16-15(12-5-6-12)13-7-8-13/h10-16H,1-9H2	null	C1CC1C(CNC(C2CC2)C3CC3)C4CC4	3.79999995	65559011	PubChem:(65559011)	2	220.20609087923242	180.3896010023891	2037_Celastraceae_pos_sirius_red_2083
1612	1	1	2	N/A	-193.51034440257527	0.14020100502512564	120.14393070001094	C5H11B4N2O3P	[M + H]+	MLQGOJNLGXAZDO	InChI=1S/C5H11B4N2O3P/c1-11(9(6)7)15(14-8)13-4-2-3-10-5-12/h5H,2-4H2,1H3,(H,10,12)	[[bis($l^{1}-boranyl)boranyl-methylamino]-[3-(deuteriocarbonylamino)propoxy]phosphanyl]oxyboron	[B]B([B])N(C)P(O[B])OCCCNC=O	0.0	58805067	PubChem:(58805067)	2	219.10945633541652	257.7262616157532	1974_Celastraceae_pos_sirius_red_2017
1613	1	1	1	0.06988460534214841	-109.79147874441055	0.9999999999999999	71.58568437741553	C14H14O2	[M + H]+	RQOUPKPSNOQFBC	InChI=1S/C14H14O2/c1-3-5-13(15)11-7-9-12(10-8-11)14(16)6-4-2/h3-10H,1-2H3	null	CC=CC(=O)C1=CC=C(C=C1)C(=O)C=CC	2.9000001	88241703	PubChem:(88241703)	2	215.10691569274658	360.5228346353397	1847_Celastraceae_pos_sirius_red_1879
1614	1	1	1	0.06981004213799702	-51.619841988926254	0.9999999999999999	134.33439974079857	C15H22O	[M + H]+	KOBSLTSXWKEUCB	InChI=1S/C15H22O/c1-9(2)13-8-14-10(3)5-6-12(14)11(4)7-15(13)16/h11-12H,5-8H2,1-4H3	null	CC1CC(=O)C(=C(C)C)CC2=C(CCC12)C	3.20000005	50922710;75582266	COCONUT:(CNP0179091);HMDB:(38201);Natural Products:(UNPD129909);PubChem:(50922710 75582266);SuperNatural:(SN00269674);PubChem class - bio and metabolites	19955722	219.1743250804054	387.9549980163574	1993_Celastraceae_pos_sirius_red_2036
1615	1	1	1	0.06978009248850621	-63.379024273281004	0.9999999999999999	60.14491739747129	C8H11N3	[M + H]+	GRGAJAMDAFMPIK	InChI=1S/C8H11N3/c1-6-9-5-4-8(10-6)11-7-2-3-7/h4-5,7H,2-3H2,1H3,(H,9,10,11)	null	CC1=NC=CC(=N1)NC2CC2	1.5	62785846	PubChem:(62785846)	2	150.10267255945783	19.680929351889805	389_Celastraceae_pos_sirius_red_391
1616	1	1	1	0.06961486940219642	-62.59807198192939	0.9989949748743717	46.6011224338589	C2H4FO4P	[M + K]+	KLAXFTNZGRGHDN	InChI=1S/C2H4FO4P/c3-2(1-4)8(5,6)7/h1-2H,(H2,5,6,7)	null	C(=O)C(F)P(=O)(O)O	-1.60000002	90707007	PubChem:(90707007)	2	180.9467248435465	22.61249989271164	865_Celastraceae_pos_sirius_red_868
1617	1	1	1	0.06955919769032201	-98.43503004438462	0.9999999999999999	325.9301142765099	C14H20O2	[M + H]+	MBGFNZIKJMBIEM	InChI=1S/C14H20O2/c1-5-9-10(6-2)14(16)12(8-4)11(7-3)13(9)15/h5-8H2,1-4H3	2,5-Cyclohexadiene-1,4-dione, 2,3,5,6-tetraethyl-	CCC1=C(C(=O)C(=C(C1=O)CC)CC)CC	3.29999995	14916067	PubChem:(14916067)	2	221.15366189283353	172.88210470229387	2069_Celastraceae_pos_sirius_red_2121
1618	1	1	1	0.06944822757689134	-48.95126820861393	0.9999999999999999	63.92077225773376	C11H12O3	[M + H]+	KNUFNLWDGZQKKJ	InChI=1S/C11H12O3/c1-13-10-6-5-9(4-3-7-12)8-11(10)14-2/h3-8H,1-2H3	bmse010082	COC1=C(C=C(C=C1)C=CC=O)OC	2.04547644	107557;5375268	COCONUT:(CNP0207087);KNApSAcK:(38240);Natural Products:(UNPD112800 UNPD228805);PubChem:(107557 5375268);SuperNatural:(SN00143349 SN00143309);CHEBI:(86548);ZINC bio:(ZINC06018566);PubMed;KEGG Mine	8593121394	193.0859554321629	152.19799518585205	1144_Celastraceae_pos_sirius_red_1160
1619	1	1	2	0.06944335068752708	-158.31762033530646	0.9592964824120602	24.069976931885172	C3H12N4O2S	[M + H]+	ZBHJJJQUQNIDFO	InChI=1S/C3H12N4O2S/c4-1-3(2-5)7-10(6,8)9/h3,7H,1-2,4-5H2,(H2,6,8,9)	null	C(C(CN)NS(=O)(=O)N)N	-3.20000005	131206475	PubChem:(131206475)	2	169.07595887329325	81.71200275421143	653_Celastraceae_pos_sirius_red_655
1620	1	1	1	0.06912118382997492	-198.82804678271668	0.9999999999999999	136.80621527275318	C12H17BClN	[M + H]+	SLSWBLAQGLRSCY	InChI=1S/C12H17BClN/c1-3-4-8-11-13(14)15(2)12-9-6-5-7-10-12/h5-11H,3-4H2,1-2H3	N-[chloro-[(E)-pent-1-enyl]boranyl]-N-methylaniline	B(C=CCCC)(N(C)C1=CC=CC=C1)Cl	4.37779236	24972241	PubChem:(24972241)	2	221.1252611270422	238.9940071105957	2059_Celastraceae_pos_sirius_red_2110
1621	1	1	1	0.06893881998597201	-222.28387200930382	0.9999999999999999	131.2868009569751	C8H13ClO2S	[M + H]+	NYMCKTXSTROOAL	InChI=1S/C8H13ClO2S/c1-4-7(12-9)5-8(11-3)6(2)10/h5,10H,4H2,1-3H3	null	CCC(=CC(=C(C)O)OC)SCl	2.5999999	88935039	PubChem:(88935039)	2	209.03927928565906	200.68350076675415	1632_Celastraceae_pos_sirius_red_1659
1622	1	1	1	0.0688885929108822	-106.5217576391187	0.9999999999999999	161.85751631785357	C10H12O3	[M + H]+	XUIXMFZTOAQGBV	InChI=1S/C10H12O3/c1-2-8(11)5-7-3-4-9(12)10(13)6-7/h3-4,6,12-13H,2,5H2,1H3	1-(3,4-dihydroxyphenyl)butan-2-one	CCC(=O)CC1=CC(=C(C=C1)O)O	1.57466853	18628065	PubChem:(18628065)	2	181.0857887204853	129.47999954223633	886_Celastraceae_pos_sirius_red_889
1623	1	2	2	0.06880626581121721	-71.81928109456867	0.9999999999999999	153.57916459259764	C14H20O	[M + H]+	XSHOOLKPAZOGKM	InChI=1S/C14H20O/c1-13(2)9-7-10-11(15)5-4-6-14(10,3)12(13)8-9/h7,9,12H,4-6,8H2,1-3H3	2,10,10-Trimethyltricyclo[7.1.1.0(2,7)]undec-7-en-6-one	CC1(C2CC1C3(CCCC(=O)C3=C2)C)C	3.4000001	584518;23256126	PubChem:(584518 23256126)	2	205.15867558786385	198.97299528121948	1510_Celastraceae_pos_sirius_red_1535
