rank	formulaRank	#adducts	#predictedFPs	ConfidenceScore	CSI:FingerIDScore	ZodiacScore	SiriusScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags	ionMass	retentionTimeInSeconds	id
2962	1	3	3	N/A	-64.97908601068525	0.9999999999999999	203.91005417332303	C20H30O2	[M + H]+	OCGKWGADQOSSPQ	InChI=1S/C20H30O2/c1-17-9-5-15-19(3)8-4-7-18(2,13-21)14(19)6-10-20(15,12-17)11-16(17)22/h13-15H,4-12H2,1-3H3	null	CC12CCC3C4(CCCC(C4CCC3(C1)CC2=O)(C)C=O)C	4.30000019	5315792;101243239	COCONUT:(CNP0247618);MeSH:(101243239);Natural Products:(UNPD35824);PubChem:(5315792 101243239);PubMed	2129990	303.2313553638796	184.54457759857178	2313_P10_SIRIUS_2556
2963	1	3	3	N/A	-72.23257861748289	0.9999999999999999	203.91005417332303	C20H34O4	[M - H4O2 + H]+	NESNZFKXFINLSW	InChI=1S/C20H34O4/c1-17(2)14-6-7-19-8-12(20(24,10-19)11-21)4-5-15(19)18(14,3)9-13(22)16(17)23/h12-16,21-24H,4-11H2,1-3H3	null	CC1(C2CCC34CC(CCC3C2(CC(C1O)O)C)C(C4)(CO)O)C	2.4000001	101244145;101244152;102166386	COCONUT:(CNP0330349);Natural Products:(UNPD94795);PubChem:(101244145 101244152 102166386);SuperNatural:(SN00333048)	3178498	303.2313553638796	184.54457759857178	2313_P10_SIRIUS_2556
2964	1	3	3	0.08773076669747208	-78.73453013966042	0.9999999999999999	175.61461482334101	C15H18O4	[M + H]+	GUMDGDQJHHOECS	InChI=1S/C15H18O4/c1-6-4-11(17)13-8(3)15(18)19-14(13)12-7(2)10(16)5-9(6)12/h9,11-14,16-17H,1,3-5H2,2H3	null	CC1=C(CC2C1C3C(C(CC2=C)O)C(=C)C(=O)O3)O	1.76872396	""	COCONUT:(CNP0120024);Natural Products:(UNPD223873)	2129920	263.12741436614186	148.79455737769604	1831_P10_SIRIUS_2031
2965	1	3	3	N/A	-90.6834029730066	0.9999999999999999	175.61461482334101	C15H20O5	[M - H2O + H]+	CMSNWOFIEFOALE	InChI=1S/C15H20O5/c1-7-4-10(17)12(19)9-5-11(18)15(8(2)6-16)13(20-15)14(7,9)3/h5,7,10,12-13,16-17,19H,2,4,6H2,1,3H3	null	CC1CC(C(C2=CC(=O)C3(C(C12C)O3)C(=C)CO)O)O	-0.300000012	51136573	COCONUT:(CNP0348187);Training Set;PubChem:(51136573);additional	2637826	263.12741436614186	148.79455737769604	1831_P10_SIRIUS_2031
2966	1	3	3	N/A	-113.63066996989963	0.9999999999999999	175.61461482334101	C15H22O6	[M - H4O2 + H]+	ODZDTISSOYDHHS	InChI=1S/C15H22O6/c1-7(2)9-4-5-15(20)6-21-14(19)11(15)10(9)12(16)8(3)13(17)18/h7,9-12,16,20H,3-6H2,1-2H3,(H,17,18)	null	CC(C)C1CCC2(COC(=O)C2C1C(C(=C)C(=O)O)O)O	0.699999988	125416434;125416435;125416436;125416437;129008965	COCONUT:(CNP0086908);Training Set;PubChem:(125416434 125416435 125416436 125416437 129008965)	2113538	263.12741436614186	148.79455737769604	1831_P10_SIRIUS_2031
2967	1	2	2	0.08741253088784418	-184.86781399581244	0.9999999999999999	12.90317797847464	C23H28O7	[M + H]+	MFIHSKBTNZNJIK	InChI=1S/C23H28O7/c1-24-17-7-6-13(8-18(17)25-2)21-15-11-30-22(16(15)12-29-21)14-9-19(26-3)23(28-5)20(10-14)27-4/h6-10,15-16,21-22H,11-12H2,1-5H3	Magnolin	COC1=C(C=C(C=C1)C2C3COC(C3CO2)C4=CC(=C(C(=C4)OC)OC)OC)OC	2.9000001	169234;5319210;13889713;10454576;21722943;49855221;101145316;102403082;131708090;132146780;137795109;139394272	COCONUT:(CNP0387711);KNApSAcK:(641);Natural Products:(UNPD116335 UNPD22429 UNPD89373);PubChem:(169234 5319210 13889713 10454576 21722943 49855221 101145316 102403082 131708090 132146780 137795109 139394272);SuperNatural:(SN00297563 SN00143365 SN00167368 SN00314844 SN00269939);ZINC bio:(ZINC06018659);additional;MeSH:(169234 5319210 13889713 21722943);Training Set;PubMed	3727446	417.19035030309715	190.5565309524536	2389_P10_SIRIUS_2638
2968	1	2	2	N/A	-195.8579344515907	0.9999999999999999	12.90317797847464	C23H30O8	[M - H2O + H]+	HIVHBYHHZGTBDZ	InChI=1S/C23H30O8/c1-26-17-7-6-13(8-18(17)27-2)21(25)16-12-31-22(15(16)11-24)14-9-19(28-3)23(30-5)20(10-14)29-4/h6-10,15-16,21-22,24-25H,11-12H2,1-5H3	null	COC1=C(C=C(C=C1)C(C2COC(C2CO)C3=CC(=C(C(=C3)OC)OC)OC)O)OC	1.89999998	25233910;74411200;132492669	COCONUT:(CNP0172668);Natural Products:(UNPD156341);PubChem:(25233910 74411200 132492669);SuperNatural:(SN00326325)	3178498	417.19035030309715	190.5565309524536	2389_P10_SIRIUS_2638
2969	1	1	1	0.08740616594132254	-161.30298044016044	0.9999999999999999	28.223362254337037	C11H23N3O2	[M + Na]+	BKCVMAZDKFQPHB	InChI=1S/C11H23N3O2/c1-10(15)13-8-4-3-6-12-7-5-9-14-11(2)16/h12H,3-9H2,1-2H3,(H,13,15)(H,14,16)	N1,N8-diacetylspermidine	CC(=O)NCCCCNCCCNC(=O)C	-0.5	389613;44237220	HMDB:(41947);PubChem:(389613 44237220);CHEBI:(139328);Biocyc:(CPD-11585)	2090	252.167549720779	166.24681949615479	2039_P10_SIRIUS_2258
2970	1	1	2	N/A	-450.9178850557277	0.9407035175879399	37.64031685439151	C12H22ClN3O2	[M + K]+	VELVBXHUHDAZSG	InChI=1S/C12H22ClN3O2/c1-9-6-10(8-12(2,3)7-9)14-11(17)16(15-18)5-4-13/h9-10H,4-8H2,1-3H3,(H,14,17)	Urea,3,5-trimethyl- cyclohexyl)-	CC1CC(CC(C1)(C)C)NC(=O)N(CCCl)N=O	3.41521215	98269	PubChem class - safety and toxic;PubChem:(98269);PubMed	67108930	314.1017045811415	253.55647087097168	2940_P10_SIRIUS_3256
2971	1	1	1	0.08698433686644293	-137.5138285876021	0.9999999999999999	23.411814321422487	C10H14O3	[M + Na]+	GIEADOWOBSYCOK	InChI=1S/C10H14O3/c1-2-9(12)5-3-4-6-10(13)7-8-11/h9-13H,2,7-8H2,1H3	null	CCC(C#CC#CC(CCO)O)O	-0.100000001	14409344;14409345	COCONUT:(CNP0357763);Natural Products:(UNPD72530);PubChem:(14409344 14409345)	2129922	205.08354857383392	89.55390930175781	993_P10_SIRIUS_1103
2972	1	1	1	0.08682384666372432	-69.62653219852544	0.9999999999999999	58.32929315492607	C11H14O2	[M + H]+	NOYCNNBWHOVQFR	InChI=1S/C11H14O2/c1-4-5-9-6-10(12-2)8-11(7-9)13-3/h4,6-8H,1,5H2,2-3H3	3,5-Dimethoxyallylbenzene	COC1=CC(=CC(=C1)CC=C)OC	2.9000001	524874	COCONUT:(CNP0132145);Natural Products:(UNPD31761);PubChem:(524874);SuperNatural:(SN00229336);CHEBI:(81334);KEGG:(C17782)	3178786	179.10660024774646	92.21369504928589	1031_P10_SIRIUS_1145
2973	1	1	1	0.08660472469282847	-279.5740846692712	0.9994974874371858	56.96152851518802	C15H17BFNO4	[M + H]+	OAGWFGAMTLQXFP	InChI=1S/C15H16BFNO4/c1-10(16(20,21)22)18-15(19)14-12(8-5-9-13(14)17)11-6-3-2-4-7-11/h2-10,20-22H,1H3,(H,18,19)/q-1	[(1s)-1-[(2-Fluoro-6-Phenyl-Phenyl)carbonylamino]ethyl]-Trihydroxy-Boron	[B-](C(C)NC(=O)C1=C(C=CC=C1F)C2=CC=CC=C2)(O)(O)O	3.30902743	53301832	PubChem:(53301832);PubChem class - bio and metabolites	16777218	305.1347729839155	180.45722007751465	2260_P10_SIRIUS_2499
2974	1	1	1	0.0865965272168337	-585.6533604244344	0.9999999999999999	80.6577482183344	C27H47N5O2	[M + H]+	ARDNWKYZQFLONF	InChI=1S/C27H47N5O2/c1-2-3-4-5-6-8-14-22(21-12-9-7-10-13-21)16-17-24(32-25-15-11-18-30-25)23(19-26(33)34)20-31-27(28)29/h11,15,18-19,21-22,24,30,32H,2-10,12-14,16-17,20H2,1H3,(H,33,34)(H4,28,29,31)	null	CCCCCCCCC(CCC(C(=CC(=O)O)CN=C(N)N)NC1=CC=CN1)C2CCCCC2	6.51864815	""	COCONUT:(CNP0091700)	2097152	474.3783902008846	302.49003410339355	3182_P10_SIRIUS_3568
2975	1	1	1	0.08655477880797532	-325.90664036572747	0.9999999999999999	14.590420457362294	C18H37N5O6	[M + H]+	GVJKHCUXAGLEDP	InChI=1S/C18H37N5O6/c1-8(22-2)10-6-5-9(20)18(28-10)29-16-12(21)14(25)17(27-4)13(15(16)26)23(3)11(24)7-19/h8-10,12-18,22,25-26H,5-7,19-21H2,1-4H3	6''-N-Methylfortimicin A	CC(C1CCC(C(O1)OC2C(C(C(C(C2O)N(C)C(=O)CN)OC)O)N)N)NC	-3.9000001	194397	MeSH:(194397);PubChem:(194397);PubMed;KEGG Mine	8589934662	420.282624493205	136.2389373779297	1638_P10_SIRIUS_1816
2976	1	1	1	0.08651255580094191	-325.83541597878155	0.9999999999999999	16.826625454497623	C18H37N5O6	[M + H]+	GVJKHCUXAGLEDP	InChI=1S/C18H37N5O6/c1-8(22-2)10-6-5-9(20)18(28-10)29-16-12(21)14(25)17(27-4)13(15(16)26)23(3)11(24)7-19/h8-10,12-18,22,25-26H,5-7,19-21H2,1-4H3	6''-N-Methylfortimicin A	CC(C1CCC(C(O1)OC2C(C(C(C(C2O)N(C)C(=O)CN)OC)O)N)N)NC	-3.9000001	194397	MeSH:(194397);PubChem:(194397);PubMed;KEGG Mine	8589934662	420.28241364764	142.05652713775635	1717_P10_SIRIUS_1902
2977	1	1	1	0.08646910821316915	-105.09996966630787	0.9999999999999999	89.602500041096	C16H18O4	[M + H]+	VGMACPCJKUXETI	InChI=1S/C16H18O4/c1-17-13-3-7-15(8-4-13)19-11-12-20-16-9-5-14(18-2)6-10-16/h3-10H,11-12H2,1-2H3	Maybridge1_002184	COC1=CC=C(C=C1)OCCOC2=CC=C(C=C2)OC	3.3394196	1809556	PubChem class - safety and toxic;PubChem:(1809556);PubMed	67108930	275.12737555083515	196.80037021636963	2466_P10_SIRIUS_2723
2978	1	1	1	0.08634025280560699	-218.36426223338862	0.9999999999999999	56.3563133556501	C12H22O4S	[M + H]+	XSZQJZYGKSSUAF	InChI=1S/C12H22O4S/c13-11(14)9-7-5-3-1-2-4-6-8-10-16-12(15)17/h1-10H2,(H,13,14)(H,15,17)	11-[(Mercaptocarbonyl)oxy]undecanoic Acid	C(CCCCCOC(=O)S)CCCCC(=O)O	4.0	24778468;44629534	COCONUT:(CNP0290167);PubChem:(24778468 44629534);PubMed;PubChem class - bio and metabolites	18874434	263.13097554109174	100.22282838821411	1151_P10_SIRIUS_1275
2979	1	1	1	0.08633681002377644	-354.6182637431315	0.9999999999999999	58.13589927535788	C18H32N4O5	[M + H]+	JCOIECPDIUOPGC	InChI=1S/C18H32N4O5/c1-8(2)5-12(16(20)25)22-17(26)10-6-11(15(24)13(23)7-10)21-18(27)14(19)9(3)4/h6,8-9,11-15,23-24H,5,7,19H2,1-4H3,(H2,20,25)(H,21,27)(H,22,26)	3-[(2-amino-3-methylbutanoyl)amino]-N-(1-amino-4-methyl-1-oxopentan-2-yl)-4,5-dihydroxycyclohexene-1-carboxamide	CC(C)CC(C(=O)N)NC(=O)C1=CC(C(C(C1)O)O)NC(=O)C(C(C)C)N	-0.899999976	3532942;7049357;7049358	COCONUT:(CNP0011814 CNP0034615);PubChem:(3532942 7049357 7049358);SuperNatural:(SN00003886);ZINC bio:(ZINC03838850)	3153922	385.24497161809876	70.82683044201549	670_P10_SIRIUS_745
2980	1	2	2	0.08632731330647511	-75.20829819774265	0.9999999999999999	43.019519609493784	C16H12O6	[M + H]+	DXCJDOXICXPVHQ	InChI=1S/C16H12O6/c1-21-12-4-2-3-9(18)16(12)14-7-11(20)15-10(19)5-8(17)6-13(15)22-14/h2-7,17-19H,1H3	5,7,2''-Trihydroxy-6''-methoxyflavone	COC1=CC=CC(=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O	2.22187972	13889369	COCONUT:(CNP0263545);KNApSAcK:(3863);Natural Products:(UNPD150780);PubChem:(13889369);SuperNatural:(SN00359925)	3178514	301.0707174028845	189.5273780822754	2374_P10_SIRIUS_2623
2981	1	2	2	N/A	-81.76508836880072	0.9999999999999999	43.019519609493784	C16H14O7	[M - H2O + H]+	DANZDSKFOPOJCC	InChI=1S/C16H14O7/c1-7-3-9(17)5-11(19)13(7)16(22)23-12-6-10(18)4-8(2)14(12)15(20)21/h3-6,17-19H,1-2H3,(H,20,21)	null	CC1=CC(=CC(=C1C(=O)OC2=C(C(=CC(=C2)O)C)C(=O)O)O)O	3.0999999	67204387	COCONUT:(CNP0105731);Natural Products:(UNPD44018);PubChem:(67204387);SuperNatural:(SN00295377)	3178498	301.0707174028845	189.5273780822754	2374_P10_SIRIUS_2623
2982	1	1	1	0.08609427523617345	-185.52619053869054	0.9999999999999999	37.39095167544587	C16H27NO10	[M + Na]+	TXWILBYJLLXSRK	InChI=1S/C16H27NO10/c1-16(2,5-17)14-12(23)10(21)9(20)7(26-14)4-25-15-13(24)11(22)8(19)6(3-18)27-15/h6-15,18-24H,3-4H2,1-2H3	null	CC(C)(C#N)C1C(C(C(C(O1)COC2C(C(C(C(O2)CO)O)O)O)O)O)O	-3.13225222	""	COCONUT:(CNP0405056);Natural Products:(UNPD110737)	2129920	416.1524488138904	83.67221117019653	902_P10_SIRIUS_1002
2983	1	1	1	0.08570987636140731	-91.62409633048217	0.9999999999999999	59.27996162459133	C11H16	[M + H]+	PHUGJEBBPPDHCQ	InChI=1S/C11H16/c1-2-3-4-5-8-11-9-6-7-10-11/h3-8,11H,2,9-10H2,1H3	4-Hexa-1,3-dienyl-cyclopentene	CCC=CC=CC1CC=CC1	3.5999999	638440;643711	COCONUT:(CNP0269945);Natural Products:(UNPD72018 UNPD142925);PubChem:(638440 643711);SuperNatural:(SN00256768 SN00233191)	3178498	149.1322893174625	196.01024955511093	2449_P10_SIRIUS_2703
2984	1	2	2	0.08547131746570502	-437.2422855252605	0.9999999999999999	98.44261373156549	C23H31NO8	[M + H]+	LURMPNRKWFDKMB	InChI=1S/C23H31NO8/c1-20-6-3-17-18(23(20,28)9-5-16(20)14-10-19(26)31-12-14)4-8-22(27)11-15(32-24(29)30)2-7-21(17,22)13-25/h10,13,15-18,27-28H,2-9,11-12H2,1H3	[10-formyl-5,14-dihydroxy-13-methyl-17-(5-oxo-2H-furan-3-yl)-2,3,4,6,7,8,9,11,12,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-yl] nitrate	CC12CCC3C(C1(CCC2C4=CC(=O)OC4)O)CCC5(C3(CCC(C5)O[N+](=O)[O-])C=O)O	2.69354296	4565114;16403233	COCONUT:(CNP0361721);PubChem:(4565114 16403233);SuperNatural:(SN00079716);ZINC bio:(ZINC08789572)	3153922	450.2113255170032	138.5809001326561	1672_P10_SIRIUS_1852
2985	1	2	2	N/A	-448.51639373814197	0.9999999999999999	98.44261373156549	C23H33NO9	[M - H2O + H]+	VOBYUQUSCXWYBC	InChI=1S/C23H33NO9/c1-7-17-20(31-14(3)25)13(2)23(5,33-15(4)26)22(29)30-12-16-8-10-24(6)11-9-18(19(16)27)32-21(17)28/h7-8,13,18-20,27H,9-12H2,1-6H3	[(4Z,11Z)-7-acetyloxy-4-ethylidene-17-hydroxy-6,7,14-trimethyl-3,8-dioxo-2,9-dioxa-14-azabicyclo[9.5.1]heptadec-11-en-5-yl] acetate	CC=C1C(C(C(C(=O)OCC2=CCN(CCC(C2O)OC1=O)C)(C)OC(=O)C)C)OC(=O)C	0.699999988	5319017	COCONUT:(CNP0065922 CNP0089812);PubChem:(5319017);SuperNatural:(SN00167131)	3145730	450.2113255170032	138.5809001326561	1672_P10_SIRIUS_1852
2986	1	2	2	0.0854430116146373	-185.95372573533228	0.9994974874371858	47.112454213697724	C24H30O9	[M + H]+	HPWMABTYJYZFLK	InChI=1S/C24H30O9/c1-13(8-9-25)23(28)32-21-11-18(12-30-16(4)26)6-7-19(31-17(5)27)14(2)10-20-22(21)15(3)24(29)33-20/h6,8,10,19-22,25H,3,7,9,11-12H2,1-2,4-5H3	Eupalinolide A	CC1=CC2C(C(CC(=CCC1OC(=O)C)COC(=O)C)OC(=O)C(=CCO)C)C(=C)C(=O)O2	1.20000005	71545939;77985550;71463992;71477363;71477365;99738394;102004890;126969783;129359185;129393094;131664245;133562569;131847725;137706510	COCONUT:(CNP0403586);MeSH:(71463992 71545939 77985550 99738394 102004890 126969783 131664245 133562569 137706510);Natural Products:(UNPD220846 UNPD220887 UNPD225098);PubChem:(71545939 77985550 71463992 71477363 71477365 99738394 102004890 126969783 129359185 129393094 131664245 133562569 131847725 137706510);PubMed	2129990	463.19562998425823	145.49466133117676	1790_P10_SIRIUS_1986
2987	1	2	2	N/A	-198.01612872810858	0.9994974874371858	47.112454213697724	C24H32O10	[M - H2O + H]+	SJROKPCIBMMTEJ	InChI=1S/C24H32O10/c1-11(2)21(27)33-19-16(24(30)31-6)9-15(26)7-14(10-25)8-17-18(13(5)23(29)32-17)20(19)34-22(28)12(3)4/h8-9,11-12,15,17-20,25-26H,5,7,10H2,1-4,6H3	methyl 8-hydroxy-10-(hydroxymethyl)-3-methylidene-4,5-bis(2-methylpropanoyloxy)-2-oxo-3a,4,5,8,9,11a-hexahydrocyclodeca[b]furan-6-carboxylate	CC(C)C(=O)OC1C2C(C=C(CC(C=C(C1OC(=O)C(C)C)C(=O)OC)O)CO)OC(=O)C2=C	1.29999995	5257617	COCONUT:(CNP0204883);KNApSAcK:(12238);Natural Products:(UNPD163698);PubChem:(5257617);SuperNatural:(SN00404588)	3178514	463.19562998425823	145.49466133117676	1790_P10_SIRIUS_1986
2988	1	2	2	0.08515734675827792	-436.7550940681081	0.9999999999999999	100.6899545260672	C23H31NO8	[M + H]+	LURMPNRKWFDKMB	InChI=1S/C23H31NO8/c1-20-6-3-17-18(23(20,28)9-5-16(20)14-10-19(26)31-12-14)4-8-22(27)11-15(32-24(29)30)2-7-21(17,22)13-25/h10,13,15-18,27-28H,2-9,11-12H2,1H3	[10-formyl-5,14-dihydroxy-13-methyl-17-(5-oxo-2H-furan-3-yl)-2,3,4,6,7,8,9,11,12,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-yl] nitrate	CC12CCC3C(C1(CCC2C4=CC(=O)OC4)O)CCC5(C3(CCC(C5)O[N+](=O)[O-])C=O)O	2.69354296	4565114;16403233	COCONUT:(CNP0361721);PubChem:(4565114 16403233);SuperNatural:(SN00079716);ZINC bio:(ZINC08789572)	3153922	450.21113206645373	129.82217609882355	1564_P10_SIRIUS_1733
2989	1	2	2	N/A	-447.50111858432575	0.9999999999999999	100.6899545260672	C23H33NO9	[M - H2O + H]+	VOBYUQUSCXWYBC	InChI=1S/C23H33NO9/c1-7-17-20(31-14(3)25)13(2)23(5,33-15(4)26)22(29)30-12-16-8-10-24(6)11-9-18(19(16)27)32-21(17)28/h7-8,13,18-20,27H,9-12H2,1-6H3	[(4Z,11Z)-7-acetyloxy-4-ethylidene-17-hydroxy-6,7,14-trimethyl-3,8-dioxo-2,9-dioxa-14-azabicyclo[9.5.1]heptadec-11-en-5-yl] acetate	CC=C1C(C(C(C(=O)OCC2=CCN(CCC(C2O)OC1=O)C)(C)OC(=O)C)C)OC(=O)C	0.699999988	5319017	COCONUT:(CNP0065922 CNP0089812);PubChem:(5319017);SuperNatural:(SN00167131)	3145730	450.21113206645373	129.82217609882355	1564_P10_SIRIUS_1733
2990	1	2	2	0.08514011525820944	-64.54358891775689	0.9999999999999999	208.8410189427998	C15H22O4	[M + H]+	HRMCVFBQTOJVQP	InChI=1S/C15H22O4/c1-8-4-10(17)14(3)11(5-8)19-12-9(16)6-13(14,2)15(12)7-18-15/h5,9-12,16-17H,4,6-7H2,1-3H3	null	CC1=CC2C(C(C1)O)(C3(CC(C(C34CO4)O2)O)C)C	0.300000012	101523270;101220328	PubChem:(101523270 101220328);COCONUT:(CNP0199338)	2097154	267.1593269660399	108.5212254524231	1273_P10_SIRIUS_1410
2991	1	2	2	N/A	-66.77246791083085	0.9999999999999999	208.8410189427998	C15H24O5	[M - H2O + H]+	MHDKXDYEBCGWJH	InChI=1S/C15H24O5/c1-8-4-11(18)13(2,5-9(8)16)14(3)6-10(17)12(19)15(14)7-20-15/h4,9-12,16-19H,5-7H2,1-3H3	null	CC1=CC(C(CC1O)(C)C2(CC(C(C23CO3)O)O)C)O	-0.899999976	134823880;134824540	PubChem:(134823880 134824540);COCONUT:(CNP0274986)	2097154	267.1593269660399	108.5212254524231	1273_P10_SIRIUS_1410
2992	1	1	1	0.08504825737888368	-373.3876147457076	0.9999999999999999	89.7183438481263	C17H25N5O4	[M + H]+	MNIPOMXZTBEKHI	InChI=1S/C17H25N5O4/c1-12(23)22-7-5-21(6-8-22)10-15-16(24)14(11-26-15)20-17(25)19-13-3-2-4-18-9-13/h2-4,9,14-16,24H,5-8,10-11H2,1H3,(H2,19,20,25)	null	CC(=O)N1CCN(CC1)CC2C(C(CO2)NC(=O)NC3=CN=CC=C3)O	-1.70000005	125417381	PubChem:(125417381);COCONUT:(CNP0016872)	2097154	364.19771080297284	65.21451473236084	573_P10_SIRIUS_637
2993	1	1	1	0.08480616321659962	-274.66395043896694	0.9999999999999999	27.386343748658547	C29H40N4O5	[M + H]+	BHUOVOWCYYDNOE	InChI=1S/C29H40N4O5/c1-29(2,3)38-28(37)32-25(19-22-14-8-5-9-15-22)27(36)33-26(35)24(18-21-12-6-4-7-13-21)31-23(20-34)16-10-11-17-30/h4-9,12-15,20,23-25,31H,10-11,16-19,30H2,1-3H3,(H,32,37)(H,33,35,36)	Boc-dppl	CC(C)(C)OC(=O)NC(CC1=CC=CC=C1)C(=O)NC(=O)C(CC2=CC=CC=C2)NC(CCCCN)C=O	3.29999995	5487606	MeSH:(5487606);PubChem:(5487606);PubMed	70	525.3074671800991	174.54139709472656	2176_P10_SIRIUS_2405
2994	1	1	1	0.08442202124908744	-314.34793920931725	0.9999999999999999	98.29907749604816	C13H18O6S	[M + H]+	PYUGJMDONVTYHR	InChI=1S/C13H18O6S/c1-10(9-19-20(15,16)17)13(14)8-5-11-3-6-12(18-2)7-4-11/h3-4,6-7,10H,5,8-9H2,1-2H3,(H,15,16,17)	null	CC(COS(=O)(=O)O)C(=O)CCC1=CC=C(C=C1)OC	1.20000005	131836955	HMDB:(132965);PubChem:(131836955);PubChem class - bio and metabolites	16777226	303.0896734272742	109.92565155029297	1295_P10_SIRIUS_1432
2995	1	1	1	0.08437989119094415	-355.3998704618553	0.9999999999999999	58.840643436208175	C18H32N4O5	[M + H]+	JCOIECPDIUOPGC	InChI=1S/C18H32N4O5/c1-8(2)5-12(16(20)25)22-17(26)10-6-11(15(24)13(23)7-10)21-18(27)14(19)9(3)4/h6,8-9,11-15,23-24H,5,7,19H2,1-4H3,(H2,20,25)(H,21,27)(H,22,26)	3-[(2-amino-3-methylbutanoyl)amino]-N-(1-amino-4-methyl-1-oxopentan-2-yl)-4,5-dihydroxycyclohexene-1-carboxamide	CC(C)CC(C(=O)N)NC(=O)C1=CC(C(C(C1)O)O)NC(=O)C(C(C)C)N	-0.899999976	3532942;7049357;7049358	COCONUT:(CNP0011814 CNP0034615);PubChem:(3532942 7049357 7049358);SuperNatural:(SN00003886);ZINC bio:(ZINC03838850)	3153922	385.24502358373337	60.92429355063359	481_P10_SIRIUS_539
2996	1	2	2	0.08437651301826055	-126.11264939433775	0.9999999999999999	59.33646690278887	C16H14O7	[M + H]+	AEJXIMGFLXHJPJ	InChI=1S/C16H14O7/c1-7-3-10(17)14(11(18)4-7)15(20)13-9(16(21)22)5-8(23-2)6-12(13)19/h3-6,17-19H,1-2H3,(H,21,22)	null	CC1=CC(=C(C(=C1)O)C(=O)C2=C(C=C(C=C2O)OC)C(=O)O)O	2.5999999	24177552	COCONUT:(CNP0044974);PubChem:(24177552);SuperNatural:(SN00028793);ZINC bio:(ZINC31158371)	3153922	319.0817100870455	176.81323528289795	2200_P10_SIRIUS_2429
2997	1	2	2	N/A	-164.64508777660177	0.9999999999999999	59.33646690278887	C16H16O8	[M - H2O + H]+	PWZYYCLVFFWJDN	InChI=1S/C16H16O8/c1-24-12-6-8(17)5-11(20)13(12)15(22)16(23)14(21)7-2-3-9(18)10(19)4-7/h2-6,14,16-21,23H,1H3	null	COC1=CC(=CC(=C1C(=O)C(C(C2=CC(=C(C=C2)O)O)O)O)O)O	0.899999976	71153109;102501335	COCONUT:(CNP0320233);Natural Products:(UNPD223245);PubChem:(71153109 102501335)	2129922	319.0817100870455	176.81323528289795	2200_P10_SIRIUS_2429
2998	1	1	1	0.08430229885168072	-175.2126928889494	0.9999999999999999	73.68976819195944	C11H23NO5	[M + Na]+	AGNCFNQAIMILOU	InChI=1S/C11H23NO5/c12-9-11-10-16-6-5-14-2-1-13-3-4-15-7-8-17-11/h11H,1-10,12H2	2-Aminomethyl-15-crown-5	C1COCCOCC(OCCOCCO1)CN	-1.60000002	5204231;92221228;92221229	PubChem:(5204231 92221228 92221229);PubChem class - safety and toxic	67108866	272.14734012427243	103.18298578262329	1198_P10_SIRIUS_1323
2999	1	1	1	0.0842144394831936	-31.006732168387277	0.9999999999999999	23.74928559308553	C16H12O6	[M + H]+	SCZVLDHREVKTSH	InChI=1S/C16H12O6/c1-21-14-4-8(2-3-10(14)18)13-7-12(20)16-11(19)5-9(17)6-15(16)22-13/h2-7,17-19H,1H3	Chryseriol	COC1=C(C=CC(=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O	2.22187972	5280666;25203524;71314865	HMDB:(30667);SuperNatural:(SN00001594);ZINC bio:(ZINC00519621);additional;MeSH:(5280666);Plantcyc:(574-TRIHYDROXY-3-METHOXYFLAVONE);PubMed;NORMAN:(NS00031865);COCONUT:(CNP0095391 CNP0223782 CNP0310242);KNApSAcK:(1029);Natural Products:(UNPD79322);PubChem:(5280666 25203524 71314865);CHEBI:(57799 16514);PubChem class - bio and metabolites;KEGG:(C04293);Training Set;Biocyc:(574-TRIHYDROXY-3-METHOXYFLAVONE)	20900222	301.07075975651907	179.62124347686768	2247_P10_SIRIUS_2482
3000	1	1	1	0.08407166834589481	-738.7159666484287	0.0	80.75024532243879	C24H36N6O3S	[M + Na]+	DFXSTFWKZNKMOG	InChI=1S/C24H36N6O3S/c1-33-14-9-25-24(34)27-18-15-21-23(32)26-16-20(30(21)17-18)7-8-22(31)29-12-10-28(11-13-29)19-5-3-2-4-6-19/h2-6,18,20-21H,7-17H2,1H3,(H,26,32)(H2,25,27,34)	null	COCCNC(=S)NC1CC2C(=O)NCC(N2C1)CCC(=O)N3CCN(CC3)C4=CC=CC=C4	0.699999988	26762348	COCONUT:(CNP0012369 CNP0053886);PubChem:(26762348);SuperNatural:(SN00023800);ZINC bio:(ZINC15707896)	3153922	511.2466218196963	163.99775505065918	2019_P10_SIRIUS_2236
