row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,20220918_LFX_AB_19_P10B07_1_POS.mzML Peak area,20220918_LFX_AB_05_P09A05_1_POS_QC_pre_F.mzML Peak area,20220918_LFX_AB_05_P09A05_1_POS_QC_pre_D.mzML Peak area,20220918_LFX_AB_05_P09A05_1_POS_QC_pre_A.mzML Peak area,20220918_LFX_AB_07_P10A07_1_POS.mzML Peak area,20220918_LFX_AB_01_P10A01_1_POS.mzML Peak area,20220918_LFX_AB_05_P09A05_1_POS_QC_pre_H.mzML Peak area,20220918_LFX_AB_05_P09A05_1_POS_QC_pre_G.mzML Peak area,20220918_LFX_AB_18_P10B06_1_POS.mzML Peak area,20220918_LFX_AB_05_P09A05_1_POS_QC_pre_B.mzML Peak area,20220918_LFX_AB_05_P09A05_1_POS_QC_pre_C.mzML Peak area,20220918_LFX_AB_05_P09A05_1_POS_QC_pre_E.mzML Peak area,20220918_LFX_AB_04_P10A04_1_POS.mzML Peak area,20220918_LFX_AB_06_P10A06_1_POS.mzML Peak area,20220918_LFX_AB_02_P10A02_1_POS.mzML Peak area,20220918_LFX_AB_05_P09A05_1_POS_QC_post_H.mzML Peak area,20220918_LFX_AB_28_P10C04_1_POS.mzML Peak area,20220918_LFX_AB_22_P10B10_1_POS.mzML Peak area,20220918_LFX_AB_20_P10B08_1_POS.mzML Peak area,20220918_LFX_AB_08_P10A08_1_POS.mzML Peak area,20220918_LFX_AB_37_P10D01_1_POS.mzML Peak area,20220918_LFX_AB_05_P10A05_1_POS.mzML Peak area,20220918_LFX_AB_14_P10B02_1_POS.mzML Peak area,20220918_LFX_AB_21_P10B09_1_POS.mzML Peak area,20220918_LFX_AB_13_P10B01_1_POS.mzML Peak area,20220918_LFX_AB_15_P10B03_1_POS.mzML Peak area,20220918_LFX_AB_03_P10A03_1_POS.mzML Peak area,20220918_LFX_AB_24_P10B12_1_POS.mzML Peak area,20220918_LFX_AB_17_P10B05_1_POS.mzML Peak area,20220918_LFX_AB_12_P10A12_1_POS.mzML Peak area,20220918_LFX_AB_10_P10A10_1_POS.mzML Peak area,20220918_LFX_AB_11_P10A11_1_POS.mzML Peak area,20220918_LFX_AB_38_P10D02_1_POS.mzML Peak area,20220918_LFX_AB_29_P10C05_1_POS.mzML Peak area,20220918_LFX_AB_25_P10C01_1_POS.mzML Peak area,20220918_LFX_AB_45_P10D09_1_POS.mzML Peak area,20220918_LFX_AB_44_P10D08_1_POS.mzML Peak area,20220918_LFX_AB_09_P10A09_1_POS.mzML Peak area,20220918_LFX_AB_31_P10C07_1_POS.mzML Peak area,20220918_LFX_AB_34_P10C10_1_POS.mzML Peak area,20220918_LFX_AB_16_P10B04_1_POS.mzML Peak area,20220918_LFX_AB_23_P10B11_1_POS.mzML Peak area,20220918_LFX_AB_39_P10D03_1_POS.mzML Peak area,20220918_LFX_AB_26_P10C02_1_POS.mzML Peak area,20220918_LFX_AB_36_P10C12_1_POS.mzML Peak area,20220918_LFX_AB_47_P10D11_1_POS.mzML Peak area,20220918_LFX_AB_27_P10C03_1_POS.mzML Peak area,20220918_LFX_AB_33_P10C09_1_POS.mzML Peak area,20220918_LFX_AB_48_P10D12_1_POS.mzML Peak area,20220918_LFX_AB_70_P10F10_1_POS.mzML Peak area,20220918_LFX_AB_58_P10E10_1_POS.mzML Peak area,20220918_LFX_AB_32_P10C08_1_POS.mzML Peak area,20220918_LFX_AB_30_P10C06_1_POS.mzML Peak area,20220918_LFX_AB_43_P10D07_1_POS.mzML Peak area,20220918_LFX_AB_50_P10E02_1_POS.mzML Peak area,20220918_LFX_AB_49_P10E01_1_POS.mzML Peak area,20220918_LFX_AB_46_P10D10_1_POS.mzML Peak area,20220918_LFX_AB_41_P10D05_1_POS.mzML Peak area,20220918_LFX_AB_51_P10E03_1_POS.mzML Peak area,20220918_LFX_AB_54_P10E06_1_POS.mzML Peak area,20220918_LFX_AB_67_P10F08_1_POS.mzML Peak area,20220918_LFX_AB_52_P10E04_1_POS.mzML Peak area,20220918_LFX_AB_35_P10C11_1_POS.mzML Peak area,20220918_LFX_AB_53_P10E05_1_POS.mzML Peak area,20220918_LFX_AB_73_P10G01_1_POS.mzML Peak area,20220918_LFX_AB_64_P10F04_1_POS.mzML Peak area,20220918_LFX_AB_78_P10G06_1_POS.mzML Peak area,20220918_LFX_AB_69_P10F09_1_POS.mzML Peak area,20220918_LFX_AB_63_P10F03_1_POS.mzML Peak area,20220918_LFX_AB_55_P10E07_1_POS.mzML Peak area,20220918_LFX_AB_74_P10G02_1_POS.mzML Peak area,20220918_LFX_AB_62_P10F02_1_POS.mzML Peak area,20220918_LFX_AB_42_P10D06_1_POS.mzML Peak area,20220918_LFX_AB_68_P10F09_1_POS.mzML Peak area,20220918_LFX_AB_57_P10E09_1_POS.mzML Peak area,20220918_LFX_AB_65_P10F05_1_POS.mzML Peak area,20220918_LFX_AB_59_P10E11_1_POS.mzML Peak area,20220918_LFX_AB_40_P10D04_1_POS.mzML Peak area,20220918_LFX_AB_71_P10F11_1_POS.mzML Peak area,20220918_LFX_AB_61_P10F01_1_POS.mzML Peak area,20220918_LFX_AB_85_P10H01_1_POS.mzML Peak area,20220918_LFX_AB_79_P10G07_1_POS.mzML Peak area,20220918_LFX_AB_75_P10G03_1_POS.mzML Peak area,20220918_LFX_AB_89_P10H05_1_POS.mzML Peak area,20220918_LFX_AB_72_P10F12_1_POS.mzML Peak area,20220918_LFX_AB_56_P10E08_1_POS.mzML Peak area,20220918_LFX_AB_95_P10H11_1_POS.mzML Peak area,20220918_LFX_AB_83_P10G11_1_POS.mzML Peak area,20220918_LFX_AB_60_P10E12_1_POS.mzML Peak area,20220918_LFX_AB_92_P10H08_1_POS.mzML Peak area,20220918_LFX_AB_77_P10G05_1_POS.mzML Peak area,20220918_LFX_AB_66_P10F06_1_POS.mzML Peak area,20220918_LFX_AB_76_P10G04_1_POS.mzML Peak area,20220918_LFX_AB_84_P10G12_1_POS.mzML Peak area,20220918_LFX_AB_81_P10G09_1_POS.mzML Peak area,20220918_LFX_AB_80_P10G08_1_POS.mzML Peak area,20220918_LFX_AB_90_P10H06_1_POS.mzML Peak area,20220918_LFX_AB_91_P10H07_1_POS.mzML Peak area,20220918_LFX_AB_88_P10H04_1_POS.mzML Peak area,20220918_LFX_AB_87_P10H03_1_POS.mzML Peak area,20220918_LFX_AB_96_P10H12_1_POS.mzML Peak area,20220918_LFX_AB_93_P10H09_1_POS.mzML Peak area,20220918_LFX_AB_94_P10H10_1_POS.mzML Peak area,20220918_LFX_AB_82_P10G10_1_POS.mzML Peak area,20220918_LFX_AB_86_P10H02_1_POS.mzML Peak area,
3315,453.1874602718253,4.3270044,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7352966.0,0,0,0,0,0,0,0,0,0,
3316,530.3105864651982,4.3270044,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1782601.4,0,0,0,0,0,0,0,0,0,
3317,187.1480514712797,4.3286524,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1353236.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,464619.12,0,0,0,0,0,1096914.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3318,609.9232634352821,4.328924,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1477745.9,0,0,0,0,0,0,0,0,0,0,0,0,0,
3319,469.3677449169846,4.3302627,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,934007.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3320,487.37832277721947,4.3302627,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1050466.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3321,371.29482613114914,4.3326745,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1697681.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1183485.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2198798.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3322,264.59841578594074,4.3342543,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,948545.7,0,0,0,0,0,0,0,0,0,
3323,448.23230270787684,4.3342543,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7586826.0,0,0,0,0,0,0,0,0,0,
3324,147.116860879816,4.339,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,818644.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3325,330.2638855681189,4.339,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,731861.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3326,250.15149290005027,4.3411336,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,684345.0,0,0,0,0,0,0,0,0,0,
3327,313.09370342576415,4.3411336,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2163857.8,0,0,0,0,0,0,0,0,0,
3328,883.3861166014227,4.3411336,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3580240.0,0,0,0,0,0,0,0,0,0,
3330,313.23717188549233,4.3452315,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1077044.1,0,0,0,0,0,0,0,0,0,0,0,5874050.5,0,0,0,3568541.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3425698.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2535973.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3331,431.2053431994683,4.346156,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260243.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6240301.5,0,0,0,0,0,0,0,0,0,
3332,165.12744138940016,4.3474374,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1515669.1,0,0,0,918650.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,866763.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3334,833.4903391772198,4.3483386,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,458043.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3335,183.13802780306938,4.3486857,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1172280.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3336,165.05438810288177,4.3509,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7884302E7,0,0,0,0,0,0,0,0,0,
3337,231.13762491989448,4.3509,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2446218.0,0,0,0,0,0,0,0,0,0,
3338,450.17921221895716,4.3509,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1611824.4,0,0,0,0,0,0,0,0,0,
3339,509.2198161436902,4.3509,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1224949.8,0,0,0,0,0,0,0,0,0,
3340,497.2169464824191,4.35099,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,972239.5,
3341,159.1168016109783,4.351178,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1027978.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3342,197.13242823900688,4.351178,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,732074.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3343,199.01548020659607,4.351178,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6113820.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3345,215.14294382871572,4.351178,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7098760.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3346,216.14628181864236,4.351178,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1036151.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3347,331.0823289766867,4.351178,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140164.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3348,431.16171393870343,4.351178,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2129169.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3349,467.1832533963046,4.351178,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,531000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3350,277.2159633473134,4.352593,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,753458.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3351,335.1856621052991,4.3557844,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1740839.2,0,0,
3352,311.2213963546484,4.356495,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185795.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,439448.8,0,0,0,0,0,0,0,0,0,
3353,183.06498418512712,4.35809,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,783466.94,0,0,0,0,0,0,0,0,0,
3354,297.2419518295843,4.35809,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170472.64,0,0,0,0,0,0,0,0,0,
3356,145.06468037884613,4.364595,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287125.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3357,217.02608085824417,4.364595,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1131739.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3358,489.1647404908541,4.364595,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1990256.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3359,478.2927750747334,4.3646617,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1213228.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3360,615.3746587458073,4.3709135,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242679.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3361,949.5745798586095,4.3709135,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012050.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
